ID	GENE_COORD	TAIR	GENE_NAME	OG
gene-AT5G48530	Athal_NC_003076.8:19666790-19668830	AT5G48530	AT5G48530	OG0009715
gene-AT5G48540	Athal_NC_003076.8:19668964-19669920	AT5G48540	AT5G48540	OG0005708
gene-AT5G48543	Athal_NC_003076.8:19674358-19675465	AT5G48543	LCR1	OG0021488
gene-AT5G48545	Athal_NC_003076.8:19675452-19678194	AT5G48545	HINT3	OG0008743
gene-AT5G48550	Athal_NC_003076.8:19678825-19680560	AT5G48550	AT5G48550	OG0024742
gene-AT5G48560	Athal_NC_003076.8:19683809-19687187	AT5G48560	AT5G48560	OG0001962
gene-AT5G48570	Athal_NC_003076.8:19690461-19693845	AT5G48570	AT5G48570	OG0002679
gene-AT5G48580	Athal_NC_003076.8:19695767-19698712	AT5G48580	FKBP15-2	OG0005890
gene-AT5G48590	Athal_NC_003076.8:19698280-19699992	AT5G48590	AT5G48590	OG0008555
gene-AT5G48595	Athal_NC_003076.8:19700640-19701022	AT5G48595	AT5G48595	OG0021487
gene-AT5G48600	Athal_NC_003076.8:19701728-19709342	AT5G48600	SMC3	OG0012444
gene-AT5G48605	Athal_NC_003076.8:19710163-19710599	AT5G48605	AT5G48605	OG0021487
gene-AT5G48610	Athal_NC_003076.8:19711541-19716059	AT5G48610	AT5G48610	OG0002812
gene-AT5G48620	Athal_NC_003076.8:19716104-19721477	AT5G48620	AT5G48620	OG0000044
gene-AT5G48630	Athal_NC_003076.8:19721465-19723307	AT5G48630	AT5G48630	OG0003901
gene-AT5G48640	Athal_NC_003076.8:19723404-19725748	AT5G48640	AT5G48640	OG0003901
gene-AT5G48650	Athal_NC_003076.8:19726672-19729764	AT5G48650	AT5G48650	OG0019123
gene-AT5G48655	Athal_NC_003076.8:19730390-19733156	AT5G48655	AT5G48655	OG0003573
gene-AT5G48657	Athal_NC_003076.8:19733884-19735726	AT5G48657	AT5G48657	OG0019124
gene-AT5G48660	Athal_NC_003076.8:19736540-19738538	AT5G48660	AT5G48660	OG0005101
gene-AT5G48670	Athal_NC_003076.8:19738646-19739841	AT5G48670	AGL80	OG0000291
gene-AT5G48680	Athal_NC_003076.8:19744404-19746192	AT5G48680	AT5G48680	OG0006205
gene-AT5G48690	Athal_NC_003076.8:19747026-19749061	AT5G48690	AT5G48690	OG0003398
gene-AT5G48700	Athal_NC_003076.8:19749494-19750013	AT5G48700	AT5G48700	OG0015956
gene-AT5G48710	Athal_NC_003076.8:19755065-19756051	AT5G48710	AT5G48710	OG0015956
gene-AT5G48720	Athal_NC_003076.8:19758881-19762015	AT5G48720	XRI1	OG0007164
gene-AT5G48730	Athal_NC_003076.8:19763110-19765272	AT5G48730	AT5G48730	OG0013093
gene-AT5G48740	Athal_NC_003076.8:19765195-19769369	AT5G48740	AT5G48740	OG0013092
gene-AT5G48750	Athal_NC_003076.8:19770052-19770819	AT5G48750	AT5G48750	OG0013739
gene-AT5G48760	Athal_NC_003076.8:19771099-19772789	AT5G48760	AT5G48760	OG0002077
gene-AT5G48770	Athal_NC_003076.8:19773117-19777242	AT5G48770	AT5G48770	OG0005434
gene-AT5G48780	Athal_NC_003076.8:19777453-19779815	AT5G48780	AT5G48780	OG0018960
gene-AT5G48790	Athal_NC_003076.8:19779860-19782066	AT5G48790	AT5G48790	OG0012013
gene-AT5G48800	Athal_NC_003076.8:19786465-19789129	AT5G48800	AT5G48800	OG0001942
gene-AT5G48810	Athal_NC_003076.8:19789067-19790372	AT5G48810	CB5-D	OG0018710
gene-AT5G48820	Athal_NC_003076.8:19792282-19794480	AT5G48820	ICK6	OG0002230
gene-AT5G48830	Athal_NC_003076.8:19799953-19803015	AT5G48830	AT5G48830	OG0010701
gene-AT5G48840	Athal_NC_003076.8:19803502-19805356	AT5G48840	PANC	OG0010700
gene-AT5G48850	Athal_NC_003076.8:19805437-19807853	AT5G48850	ATSDI1	OG0002771
gene-AT5G48870	Athal_NC_003076.8:19813346-19814554	AT5G48870	SAD1	OG0010699
gene-AT5G48880	Athal_NC_003076.8:19814395-19817955	AT5G48880	KAT5	OG0003017
gene-AT5G48890	Athal_NC_003076.8:19819948-19821007	AT5G48890	LATE	OG0012656
gene-AT5G48900	Athal_NC_003076.8:19825078-19829140	AT5G48900	AT5G48900	OG0000516
gene-AT5G48905	Athal_NC_003076.8:19831255-19831917	AT5G48905	LCR12	OG0017296
gene-AT5G48910	Athal_NC_003076.8:19832785-19835148	AT5G48910	LPA66	OG0013887
gene-AT5G48920	Athal_NC_003076.8:19835337-19836258	AT5G48920	TED7	OG0001662
gene-AT5G48930	Athal_NC_003076.8:19836299-19838235	AT5G48930	HCT	OG0000481
gene-AT5G48940	Athal_NC_003076.8:19839663-19843859	AT5G48940	AT5G48940	OG0003748
gene-AT5G48945	Athal_NC_003076.8:19844683-19845548	AT5G48945	LCR46	OG0012722
gene-AT5G48950	Athal_NC_003076.8:19845999-19847435	AT5G48950	DHNAT2	OG0019317
gene-AT5G48953	Athal_NC_003076.8:19847642-19848284	AT5G48953	LCR86	OG0024743
gene-AT5G48960	Athal_NC_003076.8:19849437-19853598	AT5G48960	AT5G48960	OG0010090
gene-AT5G48970	Athal_NC_003076.8:19856830-19859763	AT5G48970	AT5G48970	OG0004238
gene-AT5G48980	Athal_NC_003076.8:19860708-19862052	AT5G48980	AT5G48980	OG0010762
gene-AT5G48990	Athal_NC_003076.8:19862235-19863975	AT5G48990	AT5G48990	OG0010762
gene-AT5G49000	Athal_NC_003076.8:19864410-19865825	AT5G49000	AT5G49000	OG0015463
gene-AT5G49010	Athal_NC_003076.8:19866231-19868877	AT5G49010	SLD5	OG0007716
gene-AT5G49015	Athal_NC_003076.8:19868926-19870394	AT5G49015	AT5G49015	OG0017254
gene-AT5G49020	Athal_NC_003076.8:19871191-19874974	AT5G49020	PRMT4A	OG0004550
gene-AT5G49030	Athal_NC_003076.8:19874944-19883297	AT5G49030	OVA2	OG0011351
gene-AT5G49040	Athal_NC_003076.8:19882676-19883251	AT5G49040	AT5G49040	OG0000131
gene-AT5G49050	Athal_NC_003076.8:19883929-19884381	AT5G49050	AT5G49050	OG0002465
gene-AT5G49060	Athal_NC_003076.8:19886308-19888571	AT5G49060	AT5G49060	OG0007715
gene-AT5G49070	Athal_NC_003076.8:19888751-19890174	AT5G49070	KCS21	OG0015427
gene-AT5G49100	Athal_NC_003076.8:19897370-19899301	AT5G49100	AT5G49100	OG0004129
gene-AT5G49110	Athal_NC_003076.8:19900150-19906171	AT5G49110	AT5G49110	OG0012415
gene-AT5G49120	Athal_NC_003076.8:19908614-19909452	AT5G49120	AT5G49120	OG0009847
gene-AT5G49130	Athal_NC_003076.8:19915872-19917967	AT5G49130	AT5G49130	OG0011595
gene-AT5G49140	Athal_NC_003076.8:19918971-19923415	AT5G49140	AT5G49140	OG0000217
gene-AT5G49150	Athal_NC_003076.8:19924354-19929256	AT5G49150	GEX2	OG0006282
gene-AT5G49160	Athal_NC_003076.8:19932114-19938470	AT5G49160	MET1	OG0002625
gene-AT5G49170	Athal_NC_003076.8:19938540-19939797	AT5G49170	AT5G49170	OG0005519
gene-AT5G49180	Athal_NC_003076.8:19940462-19943015	AT5G49180	AT5G49180	OG0001260
gene-AT5G49190	Athal_NC_003076.8:19943181-19947588	AT5G49190	SUS2	OG0000951
gene-AT5G49200	Athal_NC_003076.8:19947689-19949175	AT5G49200	AT5G49200	OG0003774
gene-AT5G49210	Athal_NC_003076.8:19949691-19951713	AT5G49210	AT5G49210	OG0007717
gene-AT5G49215	Athal_NC_003076.8:19953459-19956145	AT5G49215	AT5G49215	OG0002676
gene-AT5G49220	Athal_NC_003076.8:19956218-19958861	AT5G49220	AT5G49220	OG0003893
gene-AT5G49230	Athal_NC_003076.8:19958872-19960681	AT5G49230	HRB1	OG0000463
gene-AT5G49240	Athal_NC_003076.8:19962934-19964351	AT5G49240	APRR4	OG0016141
gene-AT5G49250	Athal_NC_003076.8:19965343-19965945	AT5G49250	AT5G49250	OG0012933
gene-AT5G49260	Athal_NC_003076.8:19966799-19967527	AT5G49260	AT5G49260	OG0024446
gene-AT5G49270	Athal_NC_003076.8:19971884-19974530	AT5G49270	SHV2	OG0002500
gene-AT5G49280	Athal_NC_003076.8:19976222-19977620	AT5G49280	AT5G49280	OG0019088
gene-AT5G49290	Athal_NC_003076.8:19979559-19984131	AT5G49290	RLP56	OG0000017
gene-AT5G49300	Athal_NC_003076.8:19984626-19985788	AT5G49300	GATA16	OG0000704
gene-AT5G49305	Athal_NC_003076.8:19988464-19991580	AT5G49305	AT5G49305	OG0005685
gene-AT5G49310	Athal_NC_003076.8:19991946-19994672	AT5G49310	IMPA-5	OG0000375
gene-AT5G49320	Athal_NC_003076.8:19994994-19996357	AT5G49320	AT5G49320	OG0007718
gene-AT5G49330	Athal_NC_003076.8:19998823-20001572	AT5G49330	MYB111	OG0000009
gene-AT5G49340	Athal_NC_003076.8:20007313-20009038	AT5G49340	TBL4	OG0014848
gene-AT5G49350	Athal_NC_003076.8:20009520-20011099	AT5G49350	AT5G49350	OG0004477
gene-AT5G49360	Athal_NC_003076.8:20011812-20016857	AT5G49360	BXL1	OG0002234
gene-AT5G49390	Athal_NC_003076.8:20023442-20030387	AT5G49390	AT5G49390	OG0004549
gene-AT5G49400	Athal_NC_003076.8:20030652-20032283	AT5G49400	AT5G49400	OG0007154
gene-AT5G49410	Athal_NC_003076.8:20032287-20034020	AT5G49410	AT5G49410	OG0010304
gene-AT5G49420	Athal_NC_003076.8:20034672-20036205	AT5G49420	AT5G49420	OG0013628
gene-AT5G49430	Athal_NC_003076.8:20036988-20046702	AT5G49430	AT5G49430	OG0003150
gene-AT5G49450	Athal_NC_003076.8:20051829-20052735	AT5G49450	bZIP1	OG0016889
gene-AT5G49460	Athal_NC_003076.8:20054501-20058555	AT5G49460	ACLB-2	OG0005281
gene-AT5G49470	Athal_NC_003076.8:20063331-20068793	AT5G49470	AT5G49470	OG0002004
gene-AT5G49480	Athal_NC_003076.8:20070489-20071682	AT5G49480	CP1	OG0008024
gene-AT5G49490	Athal_NC_003076.8:20075328-20076185	AT5G49490	AGL83	OG0013628
gene-AT5G49500	Athal_NC_003076.8:20077304-20080329	AT5G49500	AT5G49500	OG0001893
gene-AT5G49510	Athal_NC_003076.8:20080600-20083042	AT5G49510	PFD3	OG0009077
gene-AT5G49520	Athal_NC_003076.8:20090648-20093346	AT5G49520	WRKY48	OG0002320
gene-AT5G49525	Athal_NC_003076.8:20096932-20097551	AT5G49525	AT5G49525	OG0005783
gene-AT5G49530	Athal_NC_003076.8:20100545-20104605	AT5G49530	AT5G49530	OG0005867
gene-AT5G49540	Athal_NC_003076.8:20104481-20106278	AT5G49540	AT5G49540	OG0009076
gene-AT5G49550	Athal_NC_003076.8:20106532-20107208	AT5G49550	BLOS2	OG0010303
gene-AT5G49555	Athal_NC_003076.8:20107229-20110638	AT5G49555	AT5G49555	OG0008023
gene-AT5G49560	Athal_NC_003076.8:20110832-20111806	AT5G49560	AT5G49560	OG0006451
gene-AT5G49570	Athal_NC_003076.8:20111859-20116269	AT5G49570	PNG1	OG0009075
gene-AT5G49580	Athal_NC_003076.8:20123593-20127509	AT5G49580	AT5G49580	OG0009074
gene-AT5G49600	Athal_NC_003076.8:20130752-20131295	AT5G49600	AT5G49600	OG0001605
gene-AT5G49610	Athal_NC_003076.8:20131274-20132744	AT5G49610	AT5G49610	OG0008022
gene-AT5G49620	Athal_NC_003076.8:20137214-20139609	AT5G49620	MYB78	OG0001041
gene-AT5G49630	Athal_NC_003076.8:20142430-20146690	AT5G49630	AAP6	OG0000940
gene-AT5G49650	Athal_NC_003076.8:20152731-20156613	AT5G49650	XK-2	OG0011585
gene-AT5G49660	Athal_NC_003076.8:20161140-20164729	AT5G49660	XIP1	OG0011584
gene-AT5G49665	Athal_NC_003076.8:20166891-20169923	AT5G49665	AT5G49665	OG0002053
gene-AT5G49680	Athal_NC_003076.8:20176080-20188567	AT5G49680	AT5G49680	OG0003981
gene-AT5G49690	Athal_NC_003076.8:20189655-20191604	AT5G49690	AT5G49690	OG0000187
gene-AT5G49700	Athal_NC_003076.8:20192159-20193800	AT5G49700	AT5G49700	OG0007368
gene-AT5G49710	Athal_NC_003076.8:20195303-20197414	AT5G49710	AT5G49710	OG0004556
gene-AT5G49720	Athal_NC_003076.8:20197391-20200468	AT5G49720	GH9A1	OG0004130
gene-AT5G49730	Athal_NC_003076.8:20201037-20204595	AT5G49730	FRO6	OG0005785
gene-AT5G49740	Athal_NC_003076.8:20205302-20208777	AT5G49740	FRO7	OG0005785
gene-AT5G49750	Athal_NC_003076.8:20210878-20213734	AT5G49750	AT5G49750	OG0000429
gene-AT5G49760	Athal_NC_003076.8:20216332-20221382	AT5G49760	AT5G49760	OG0000429
gene-AT5G49770	Athal_NC_003076.8:20222669-20227466	AT5G49770	AT5G49770	OG0000429
gene-AT5G49780	Athal_NC_003076.8:20228645-20233095	AT5G49780	AT5G49780	OG0000429
gene-AT5G49800	Athal_NC_003076.8:20234509-20236329	AT5G49800	AT5G49800	OG0012628
gene-AT5G49810	Athal_NC_003076.8:20239293-20246398	AT5G49810	MMT	OG0012629
gene-AT5G49820	Athal_NC_003076.8:20246391-20249622	AT5G49820	RUS6	OG0008885
gene-AT5G49830	Athal_NC_003076.8:20250419-20255089	AT5G49830	EXO84B	OG0002096
gene-AT5G49840	Athal_NC_003076.8:20255173-20259982	AT5G49840	AT5G49840	OG0000991
gene-AT5G49850	Athal_NC_003076.8:20259440-20262585	AT5G49850	AT5G49850	OG0015459
gene-AT5G49860	Athal_NC_003076.8:20264567-20265334	AT5G49860	AT5G49860	OG0015459
gene-AT5G49870	Athal_NC_003076.8:20270101-20272895	AT5G49870	AT5G49870	OG0015459
gene-AT5G49880	Athal_NC_003076.8:20282111-20288084	AT5G49880	MAD1	OG0008886
gene-AT5G49890	Athal_NC_003076.8:20288055-20292432	AT5G49890	CLC-C	OG0002843
gene-AT5G49900	Athal_NC_003076.8:20296518-20302490	AT5G49900	AT5G49900	OG0005757
gene-AT5G49910	Athal_NC_003076.8:20303334-20306469	AT5G49910	cpHsc70-2	OG0002584
gene-AT5G49920	Athal_NC_003076.8:20306409-20307943	AT5G49920	AT5G49920	OG0007847
gene-AT5G49930	Athal_NC_003076.8:20308033-20312892	AT5G49930	emb1441	OG0013366
gene-AT5G49940	Athal_NC_003076.8:20315390-20317400	AT5G49940	NFU2	OG0010060
gene-AT5G49945	Athal_NC_003076.8:20317405-20319830	AT5G49945	AT5G49945	OG0006076
gene-AT5G49950	Athal_NC_003076.8:20319733-20323649	AT5G49950	AT5G49950	OG0004021
gene-AT5G49960	Athal_NC_003076.8:20323785-20327881	AT5G49960	AT5G49960	OG0003920
gene-AT5G49970	Athal_NC_003076.8:20329103-20333172	AT5G49970	PPOX	OG0012674
gene-AT5G49980	Athal_NC_003076.8:20333897-20336671	AT5G49980	AFB5	OG0005532
gene-AT5G49990	Athal_NC_003076.8:20337586-20342035	AT5G49990	AT5G49990	OG0000512
gene-AT5G50000	Athal_NC_003076.8:20342505-20345302	AT5G50000	AT5G50000	OG0001958
gene-AT5G50010	Athal_NC_003076.8:20348615-20350830	AT5G50010	AT5G50010	OG0002988
gene-AT5G50020	Athal_NC_003076.8:20351157-20354398	AT5G50020	AT5G50020	OG0003010
gene-AT5G50030	Athal_NC_003076.8:20354589-20355706	AT5G50030	AT5G50030	OG0002487
gene-AT5G50040	Athal_NC_003076.8:20356876-20358381	AT5G50040	AT5G50040	OG0002487
gene-AT5G50050	Athal_NC_003076.8:20360015-20361031	AT5G50050	AT5G50050	OG0002487
gene-AT5G50060	Athal_NC_003076.8:20362486-20363597	AT5G50060	AT5G50060	OG0002487
gene-AT5G50070	Athal_NC_003076.8:20364516-20365481	AT5G50070	AT5G50070	OG0002487
gene-AT5G50080	Athal_NC_003076.8:20365722-20367093	AT5G50080	ERF110	OG0017165
gene-AT5G50090	Athal_NC_003076.8:20369657-20371391	AT5G50090	AT5G50090	OG0000680
gene-AT5G50100	Athal_NC_003076.8:20371798-20373441	AT5G50100	AT5G50100	OG0011623
gene-AT5G50110	Athal_NC_003076.8:20373491-20376252	AT5G50110	AT5G50110	OG0009125
gene-AT5G50115	Athal_NC_003076.8:20379489-20381036	AT5G50115	AT5G50115	OG0009246
gene-AT5G50120	Athal_NC_003076.8:20382310-20384025	AT5G50120	AT5G50120	OG0000764
gene-AT5G50130	Athal_NC_003076.8:20389915-20393263	AT5G50130	AT5G50130	OG0008639
gene-AT5G50140	Athal_NC_003076.8:20395856-20398197	AT5G50140	AT5G50140	OG0001372
gene-AT5G50150	Athal_NC_003076.8:20402217-20406731	AT5G50150	AT5G50150	OG0000727
gene-AT5G50160	Athal_NC_003076.8:20415764-20418847	AT5G50160	FRO8	OG0011053
gene-AT5G50170	Athal_NC_003076.8:20420951-20425604	AT5G50170	AT5G50170	OG0013413
gene-AT5G50175	Athal_NC_003076.8:20427749-20428719	AT5G50175	AT5G50175	OG0013239
gene-AT5G50180	Athal_NC_003076.8:20430453-20433146	AT5G50180	AT5G50180	OG0002339
gene-AT5G50200	Athal_NC_003076.8:20436180-20437726	AT5G50200	WR3	OG0001848
gene-AT5G50210	Athal_NC_003076.8:20442613-20446050	AT5G50210	QS	OG0012359
gene-AT5G50220	Athal_NC_003076.8:20446068-20447200	AT5G50220	AT5G50220	OG0008246
gene-AT5G50230	Athal_NC_003076.8:20448310-20451062	AT5G50230	AT5G50230	OG0009802
gene-AT5G50240	Athal_NC_003076.8:20451228-20452569	AT5G50240	PIMT2	OG0019035
gene-AT5G50250	Athal_NC_003076.8:20452487-20454041	AT5G50250	CP31B	OG0002765
gene-AT5G50260	Athal_NC_003076.8:20455317-20457068	AT5G50260	CEP1	OG0001935
gene-AT5G50270	Athal_NC_003076.8:20457487-20458996	AT5G50270	AT5G50270	OG0000016
gene-AT5G50280	Athal_NC_003076.8:20458939-20461710	AT5G50280	EMB1006	OG0011054
gene-AT5G50290	Athal_NC_003076.8:20461777-20464616	AT5G50290	AT5G50290	OG0012360
gene-AT5G50300	Athal_NC_003076.8:20466068-20468217	AT5G50300	AZG2	OG0009298
gene-AT5G50310	Athal_NC_003076.8:20474457-20479478	AT5G50310	AT5G50310	OG0011055
gene-AT5G50320	Athal_NC_003076.8:20480626-20484945	AT5G50320	ELO3	OG0009803
gene-AT5G50330	Athal_NC_003076.8:20485134-20488685	AT5G50330	AT5G50330	OG0005001
gene-AT5G50335	Athal_NC_003076.8:20489033-20489727	AT5G50335	AT5G50335	OG0013827
gene-AT5G50340	Athal_NC_003076.8:20491417-20496589	AT5G50340	AT5G50340	OG0011056
gene-AT5G50345	Athal_NC_003076.8:20497401-20497868	AT5G50345	AT5G50345	OG0024744
gene-AT5G50350	Athal_NC_003076.8:20498476-20501786	AT5G50350	AT5G50350	OG0006894
gene-AT5G50360	Athal_NC_003076.8:20505089-20506354	AT5G50360	AT5G50360	OG0000718
gene-AT5G50361	Athal_NC_003076.8:20506381-20506578	AT5G50361	AT5G50361	OG0024745
gene-AT5G50365	Athal_NC_003076.8:20508126-20508776	AT5G50365	AT5G50365	OG0024746
gene-AT5G50370	Athal_NC_003076.8:20509115-20510810	AT5G50370	AT5G50370	OG0005441
gene-AT5G50375	Athal_NC_003076.8:20511642-20514346	AT5G50375	CPI1	OG0013240
gene-AT5G50380	Athal_NC_003076.8:20516055-20518815	AT5G50380	EXO70F1	OG0004679
gene-AT5G50390	Athal_NC_003076.8:20520600-20523212	AT5G50390	EMB3141	OG0011057
gene-AT5G50400	Athal_NC_003076.8:20523366-20526521	AT5G50400	PAP27	OG0000624
gene-AT5G50410	Athal_NC_003076.8:20528068-20529885	AT5G50410	AT5G50410	OG0006255
gene-AT5G50420	Athal_NC_003076.8:20530200-20532856	AT5G50420	AT5G50420	OG0004511
gene-AT5G50423	Athal_NC_003076.8:20532860-20533471	AT5G50423	AT5G50423	OG0024747
gene-AT5G50430	Athal_NC_003076.8:20534058-20537138	AT5G50430	UBC33	OG0006642
gene-AT5G50440	Athal_NC_003076.8:20537426-20538996	AT5G50440	MEMB12	OG0005128
gene-AT5G50443	Athal_NC_003076.8:20540335-20541211	AT5G50443	AT5G50443	OG0011896
gene-AT5G50450	Athal_NC_003076.8:20543225-20544857	AT5G50450	AT5G50450	OG0001795
gene-AT5G50460	Athal_NC_003076.8:20551132-20552670	AT5G50460	AT5G50460	OG0002753
gene-AT5G50470	Athal_NC_003076.8:20555120-20555758	AT5G50470	NF-YC7	OG0021230
gene-AT5G50480	Athal_NC_003076.8:20557574-20558487	AT5G50480	NF-YC6	OG0021240
gene-AT5G50490	Athal_NC_003076.8:20560434-20561228	AT5G50490	NF-YC5	OG0015351
gene-AT5G50510	Athal_NC_003076.8:20567386-20568075	AT5G50510	AT5G50510	OG0024748
gene-AT5G50520	Athal_NC_003076.8:20569533-20571656	AT5G50520	AT5G50520	OG0002217
gene-AT5G50530	Athal_NC_003076.8:20571681-20575250	AT5G50530	AT5G50530	OG0003474
gene-AT5G50540	Athal_NC_003076.8:20574577-20575538	AT5G50540	AT5G50540	NA
gene-AT5G50550	Athal_NC_003076.8:20576733-20579103	AT5G50550	AT5G50550	OG0005411
gene-AT5G50560	Athal_NC_003076.8:20579027-20579633	AT5G50560	AT5G50560	OG0019422
gene-AT5G50565	Athal_NC_003076.8:20580113-20582103	AT5G50565	AT5G50565	OG0018783
gene-AT5G50570	Athal_NC_003076.8:20582083-20584721	AT5G50570	SPL13A	OG0002624
gene-AT5G50580	Athal_NC_003076.8:20585349-20587761	AT5G50580	SAE1B	OG0005527
gene-AT5G50590	Athal_NC_003076.8:20587936-20589490	AT5G50590	HSD4	OG0000835
gene-AT5G50600	Athal_NC_003076.8:20589702-20591937	AT5G50600	HSD1	OG0000835
gene-AT5G50610	Athal_NC_003076.8:20593600-20594379	AT5G50610	AT5G50610	OG0004752
gene-AT5G50620	Athal_NC_003076.8:20600727-20601416	AT5G50620	AT5G50620	OG0024748
gene-AT5G50630	Athal_NC_003076.8:20602874-20604997	AT5G50630	AT5G50630	OG0002217
gene-AT5G50640	Athal_NC_003076.8:20605218-20608594	AT5G50640	AT5G50640	OG0003474
gene-AT5G50650	Athal_NC_003076.8:20610075-20612445	AT5G50650	AT5G50650	OG0005411
gene-AT5G50660	Athal_NC_003076.8:20612369-20612975	AT5G50660	AT5G50660	OG0019422
gene-AT5G50665	Athal_NC_003076.8:20613455-20615470	AT5G50665	AT5G50665	OG0018783
gene-AT5G50670	Athal_NC_003076.8:20615704-20618063	AT5G50670	SPL13B	OG0002624
gene-AT5G50680	Athal_NC_003076.8:20618733-20621103	AT5G50680	SAE1B	OG0005527
gene-AT5G50690	Athal_NC_003076.8:20621278-20622832	AT5G50690	HSD7	OG0000835
gene-AT5G50700	Athal_NC_003076.8:20623024-20625279	AT5G50700	HSD1	OG0000835
gene-AT5G50710	Athal_NC_003076.8:20626942-20627720	AT5G50710	AT5G50710	OG0004752
gene-AT5G50720	Athal_NC_003076.8:20633193-20634618	AT5G50720	HVA22E	OG0003009
gene-AT5G50740	Athal_NC_003076.8:20635827-20638104	AT5G50740	AT5G50740	OG0000998
gene-AT5G50750	Athal_NC_003076.8:20640992-20642787	AT5G50750	RGP4	OG0000685
gene-AT5G50760	Athal_NC_003076.8:20644525-20645698	AT5G50760	AT5G50760	OG0002623
gene-AT5G50770	Athal_NC_003076.8:20646680-20648725	AT5G50770	HSD6	OG0000835
gene-AT5G50780	Athal_NC_003076.8:20650086-20655401	AT5G50780	AT5G50780	OG0002583
gene-AT5G50790	Athal_NC_003076.8:20656193-20658001	AT5G50790	SWEET10	OG0000137
gene-AT5G50800	Athal_NC_003076.8:20665068-20667312	AT5G50800	SWEET13	OG0000137
gene-AT5G50810	Athal_NC_003076.8:20675605-20676702	AT5G50810	TIM8	OG0006911
gene-AT5G50820	Athal_NC_003076.8:20679222-20680274	AT5G50820	NAC097	OG0019061
gene-AT5G50830	Athal_NC_003076.8:20683262-20684890	AT5G50830	AT5G50830	OG0014218
gene-AT5G50840	Athal_NC_003076.8:20685772-20688942	AT5G50840	AT5G50840	OG0012395
gene-AT5G50850	Athal_NC_003076.8:20689243-20693470	AT5G50850	MAB1	OG0004686
gene-AT5G50860	Athal_NC_003076.8:20693455-20697233	AT5G50860	AT5G50860	OG0009829
gene-AT5G50870	Athal_NC_003076.8:20699408-20701226	AT5G50870	UBC27	OG0010158
gene-AT5G50890	Athal_NC_003076.8:20702453-20704418	AT5G50890	AT5G50890	OG0006273
gene-AT5G50900	Athal_NC_003076.8:20704724-20706842	AT5G50900	AT5G50900	OG0006272
gene-AT5G50915	Athal_NC_003076.8:20710103-20712464	AT5G50915	AT5G50915	OG0006271
gene-AT5G50920	Athal_NC_003076.8:20715453-20720681	AT5G50920	CLPC1	OG0002029
gene-AT5G50930	Athal_NC_003076.8:20722069-20724481	AT5G50930	AT5G50930	OG0011090
gene-AT5G50940	Athal_NC_003076.8:20724578-20726479	AT5G50940	AT5G50940	OG0021239
gene-AT5G50950	Athal_NC_003076.8:20729431-20733941	AT5G50950	FUM2	OG0007033
gene-AT5G50960	Athal_NC_003076.8:20734136-20736138	AT5G50960	NBP35	OG0005687
gene-AT5G50970	Athal_NC_003076.8:20736227-20739358	AT5G50970	AT5G50970	OG0006270
gene-AT5G50990	Athal_NC_003076.8:20739419-20741603	AT5G50990	AT5G50990	OG0012394
gene-AT5G51000	Athal_NC_003076.8:20742533-20743669	AT5G51000	AT5G51000	OG0016214
gene-AT5G51010	Athal_NC_003076.8:20744553-20745703	AT5G51010	AT5G51010	OG0011089
gene-AT5G51020	Athal_NC_003076.8:20745349-20747305	AT5G51020	CRL	OG0011088
gene-AT5G51030	Athal_NC_003076.8:20747680-20749506	AT5G51030	AT5G51030	OG0003758
gene-AT5G51040	Athal_NC_003076.8:20750513-20752115	AT5G51040	SDHAF2	OG0009119
gene-AT5G51050	Athal_NC_003076.8:20753040-20756137	AT5G51050	APC2	OG0003464
gene-AT5G51060	Athal_NC_003076.8:20757199-20762461	AT5G51060	RHD2	OG0000647
gene-AT5G51070	Athal_NC_003076.8:20764096-20768764	AT5G51070	ERD1	OG0007695
gene-AT5G51080	Athal_NC_003076.8:20768795-20771085	AT5G51080	AT5G51080	OG0001705
gene-AT5G51090	Athal_NC_003076.8:20772237-20773194	AT5G51090	AT5G51090	NA
gene-AT5G51100	Athal_NC_003076.8:20773245-20775739	AT5G51100	FSD2	OG0005149
gene-AT5G51110	Athal_NC_003076.8:20777501-20779488	AT5G51110	AT5G51110	OG0012393
gene-AT5G51105	Athal_NC_003076.8:20777574-20778118	AT5G51105	AT5G51105	OG0000754
gene-AT5G51120	Athal_NC_003076.8:20779327-20781530	AT5G51120	PABN1	OG0001038
gene-AT5G51130	Athal_NC_003076.8:20781658-20784071	AT5G51130	AT5G51130	OG0012392
gene-AT5G51140	Athal_NC_003076.8:20783931-20786843	AT5G51140	AT5G51140	OG0006910
gene-AT5G51150	Athal_NC_003076.8:20788913-20791940	AT5G51150	AT5G51150	OG0008675
gene-AT5G51160	Athal_NC_003076.8:20792073-20793841	AT5G51160	AT5G51160	OG0001022
gene-AT5G51170	Athal_NC_003076.8:20793794-20795399	AT5G51170	AT5G51170	OG0007694
gene-AT5G51180	Athal_NC_003076.8:20796950-20801479	AT5G51180	AT5G51180	OG0007693
gene-AT5G51190	Athal_NC_003076.8:20800473-20801437	AT5G51190	AT5G51190	OG0004628
gene-AT5G51195	Athal_NC_003076.8:20803106-20804268	AT5G51195	AT5G51195	OG0000110
gene-AT5G51200	Athal_NC_003076.8:20804715-20819629	AT5G51200	EMB3142	OG0012391
gene-AT5G51210	Athal_NC_003076.8:20820068-20820944	AT5G51210	OLEO3	OG0001766
